Ladder;ID
7.228888512;8
7.272250175;8
7.158000469;1
7.247086048;5
6.854004383;5
7.135617733;8
7.22518158;10
5.820907593;6
6.027634621;9
5.885462761;7
5.380692482;7
5.205438137;6
5.416875362;6
5.343165874;6
6.237958431;9
6.833477497;4
6.386546135;7
6.689608574;1
6.180507183;3
5.438952446;3
5.627123833;7
5.439161301;5
5.794618607;8
6.062051296;3
6.500194073;10
6.249617577;3
6.331490993;8
6.334149361;7
6.697655678;5
6.483729839;2
6.608017445;1
6.735627174;2
6.789567947;5
7.834233284;3
7.970891953;2
7.683358669;4
7.770515442;3
7.78823185;10
7.519909382;9
7.588606834;10
7.507559299;6
7.514424801;6
7.55778265;1
7.593702316;4
5.009330273;6
4.905925274;9
4.369193554;7
5.087967873;8
5.081305981;10
4.84230566;2
5.431613922;10
4.735021114;8
5.396535397;6
4.753311157;1
5.015515327;2
5.387331963;2
5.061862469;2
5.238698483;10
5.605202675;10
5.02419138;7
4.995875359;2
5.296513081;6
6.021803379;4
5.838051319;1
5.795088291;7
5.960716248;1
6.019206047;2
5.945851803;10
5.964075089;8
6.115437508;6
5.839518547;4
4.174158573;7
4.204156876;10
3.558520317;1
4.885072708;10
4.762538433;10
4.556740761;8
5.700929642;4
5.295535088;6
5.191493988;5
6.839087009;4
6.739911079;6
4.741294861;9
5.934371471;3
6.325063229;3
5.856523514;10
6.018496037;1
6.139824867;2
6.339318275;4
5.371054649;10
5.332044125;7
5.451937675;9
5.137738705;1
5.486819744;4
5.363927841;10
5.367445946;7
5.55598259;7
5.628908634;6
5.649675369;6
5.938395977;6
4.44482708;7
4.506646633;10
4.573154926;6
4.297848701;6
4.180315495;8
7.672449112;6
7.67062664;3
7.393264294;8
7.354225159;5
7.420209408;1
7.444635868;10
7.384571075;6
7.447925568;8
7.659843445;2
7.788251877;1
6.582700253;10
7.008064747;2
6.283498287;8
6.797901154;1
6.959185123;9
6.649365425;2
6.66712141;10
6.466867924;10
6.357625008;8
6.475208759;1
6.635222435;3
4.255400658;5
3.97205925;7
3.800287008;8
3.918073177;3
4.66101265;3
4.831764221;8
4.782382965;2
4.117938995;3
3.675108433;7
3.707194567;7
4.15609026;4
3.800639153;7
4.101837158;10
4.203030586;5
4.254445553;4
4.348920822;5
4.287508011;1
4.121940613;6
4.448386192;1
4.45077467;5
6.416819572;8
6.64149332;8
6.724531174;2
6.621312141;5
6.702362061;6
6.965125084;9
6.984214306;3
7.037137508;6
6.873763084;3
7.074324608;1
4.535019875;1
5.220148087;10
4.965134621;6
4.197695732;2
4.606251717;9
5.608199596;2
5.057261944;3
4.965053082;4
3.860351086;5
3.985916138;2
4.514411449;2
5.481310844;3
6.646961212;1
6.038574696;2
5.839558601;5
5.372039795;3
5.096354008;4
4.720251083;3
4.75623703;6
5.622519016;10
5.302619457;1
5.14824152;4
5.901429176;2
6.329581261;5
6.414494514;3
6.451916218;4
6.289748669;10
5.743353844;6
5.855717182;3
5.984601498;9
6.536030769;4
6.464986801;6
6.358916283;6
6.325118542;10
4.044569492;8
3.651554823;2
3.901793003;4
3.4124825;6
3.504693508;3
3.602854729;9
4.873722553;6
5.992826462;3
3.754156113;8
3.846329212;9
3.76599884;8
4.844573975;9
4.413475037;4
4.62196207;8
3.888778448;9
3.569762468;1
3.352300167;3
3.823865652;8
5.396519661;3
5.09715414;1
5.420331001;5
6.033189297;6
5.866131306;3
4.961031437;8
4.602218151;2
4.713358402;5
5.055726051;10
4.845436573;4
5.648154736;4
6.019985676;5
5.511187077;4
5.137261868;3
5.397055626;9
5.642834663;1
5.474010944;10
5.483764648;2
5.458050728;7
5.498420715;7
5.362474918;5
4.953917027;7
4.894600391;7
4.725132465;8
4.917602539;7
4.683358192;7
4.914466858;6
5.18056345;9
5.34438324;2
5.448901653;8
6.065038681;4
6.888284206;9
7.590660095;5
7.501394272;7
7.498070717;6
7.510034561;8
7.476213932;6
5.02679348;7
5.145833015;1
4.521517754;2
4.989277363;6
4.634871483;9
4.720146656;7
4.427788734;4
4.424379349;4
4.342079163;6
4.179177284;8
4.046111107;5
4.946978092;10
5.101213932;2
4.815309525;7
5.472361088;2
5.457299232;10
5.172608376;3
5.36777401;8
5.292237759;2
5.597375393;10
5.04279995;10
5.136325359;3
5.098401546;2
5.336371422;7
5.128988266;1
4.767507076;9
5.139579296;4
4.682224274;10
4.749955654;9
4.652730942;4
4.589844704;8
4.775316715;6
5.065462112;1
4.725366116;2
4.659508705;5
4.541502476;7
4.493377209;1
4.412537098;4
4.462399006;2
7.144246578;5
7.568029881;2
7.045911312;4
7.257389545;9
7.006904125;3
6.964645386;10
6.760085106;3
7.018379211;1
6.830125332;3
7.04073143;4
7.060155392;4
6.841114998;5
7.261261463;1
7.352979183;6
7.358916283;10
7.433147907;8
7.110854626;9
7.320563316;4
7.400570393;8
7.07941103;8
7.159010887;4
7.331036091;10
6.574412346;4
6.779774189;3
6.333800316;6
6.354238033;2
6.057086468;7
5.839313984;10
6.009373665;9
6.026585102;3
5.847683907;4
5.95452404;2
6.198870182;10
4.197181702;8
3.739365578;1
3.570368528;1
4.445038795;3
4.542545795;2
5.037734985;6
6.207881927;5
5.374446392;7
5.708886623;8
5.310538769;10
5.889759064;8
6.238197803;9
5.91067934;3
5.844999313;1
6.056752682;4
6.262793541;2
5.959361553;6
5.922620773;4
5.879684448;2
5.954650879;7
5.910676479;6
5.59805727;5
5.475948334;9
5.718553543;6
5.886419773;3
5.382563114;3
5.514286518;8
5.735662937;7
5.759469509;3
5.835483074;7
5.970097542;4
5.949995041;7
5.533551693;6
5.882351398;2
4.223234177;7
4.575657845;10
4.015274525;9
4.270434856;10
4.255859375;5
4.405310154;8
4.547335148;10
3.795383215;6
4.904579639;2
4.357617855;3
4.396127701;6
4.475654125;6
5.639588356;6
6.125758171;1
5.000375271;4
5.077460766;4
5.759412289;7
6.149199963;7
6.075547218;5
4.641398907;2
4.697761536;9
4.736588001;3
5.06905365;6
4.996410847;3
4.921049118;7
5.207785606;9
5.40242672;10
5.252192974;5
4.905375957;10
4.856534004;2
5.629536629;7
5.076225758;4
5.363854885;6
5.044098854;2
4.703749657;4
4.623140812;2
4.70950222;5
4.666971684;2
5.145375252;3
4.668910503;10
4.966811657;8
5.125025272;9
5.069770336;2
5.729115486;2
5.880597591;3
5.940446377;1
5.977817535;2
4.653103828;1
4.594851017;6
5.205998898;5
5.233025551;10
5.171971321;8
5.27072382;3
5.153989792;2
4.89751482;6
3.808204889;6
3.795300722;7
3.701401234;4
4.221354008;8
4.196063042;8
4.571419239;5
2.701591253;2
3.354676008;2
4.424490929;6
5.954442978;6
5.80828476;8
5.553925991;10
5.466920853;7
5.065824986;2
5.43243742;7
5.771037102;6
5.595689297;4
6.125723839;7
5.711378098;2
5.865552425;1
6.272940636;2
6.957920074;5
7.097251892;5
7.101400375;3
6.964097023;3
7.130809307;10
6.89112711;4
6.701571465;5
6.967340946;3
7.061380863;3
4.493598461;9
4.639647484;7
5.186190605;10
5.203825951;4
4.975589752;5
5.34574604;8
5.233866692;9
4.640079021;6
4.381415367;3
3.550609589;3
3.815607071;5
3.675626993;6
3.592514038;2
3.663085938;2
4.078620434;8
3.829868078;7
4.89103651;7
5.148239613;10
3.946062565;4
4.279269695;1
4.035084248;6
4.563080311;4
3.86763835;4
3.476492643;7
3.416862965;7
6.011716843;6
6.238904476;10
5.806781769;1
5.384701729;4
5.580281734;9
5.786367416;5
5.914283752;2
5.770199776;2
5.962921619;7
6.322121143;8
4.014075756;6
4.114664078;3
3.976598501;7
3.762305021;7
4.666832924;8
4.313016891;9
3.676277161;8
3.974714279;7
4.582098484;7
4.016027927;4
4.741850376;10
6.45211792;3
6.61339426;7
6.590842247;7
6.675665855;1
4.149043083;5
4.248075008;3
4.500431538;10
4.772306919;1
4.784804344;10
4.673203945;1
4.199015141;5
4.482805252;1
3.922664165;3
4.472149372;9
4.678159714;1
5.477073193;5
5.647779942;5
5.610003471;4
6.174117565;4
6.525378227;8
6.829036236;7
6.962819099;9
6.802388668;4
6.909515381;10
7.320185184;2
7.442546368;7
6.679831028;1
6.236287117;7
6.824172974;10
6.410299301;5
5.102071285;3
4.774918079;9
5.502756119;6
5.554374218;8
5.589736462;6
5.792262554;1
5.995712757;7
5.75605917;3
5.917058468;1
6.017472267;9
5.577784061;10
5.325530529;2
4.609059334;6
4.493010044;9
4.585523605;9
5.031173706;1
4.885150433;2
4.912928104;7
4.824834824;10
4.982719898;10
5.056999683;8
5.333850384;7
5.196315289;4
5.218724251;3
5.074341774;5
5.282720566;1
5.124921322;4
5.304066181;6
5.614798546;4
4.969656467;5
5.142160416;10
4.594879627;1
4.832634926;7
4.65358305;7
4.971111774;6
4.549767494;10
4.279863358;1
4.223846436;3
4.623119831;10
4.154341698;8
4.885587215;4
4.573991299;7
4.441306114;3
4.74828434;1
4.440526485;8
4.91686821;10
4.349675179;1
3.809444666;7
4.233244896;10
4.604576588;6
4.975014687;6
4.812436581;3
5.099539757;2
4.736692429;2
7.451879501;6
7.631011963;6
7.501875877;9
7.563797951;10
7.470715523;8
7.406550407;5
7.32118845;6
7.324437141;10
7.540877342;9
7.458965302;10
7.305014133;3
7.604173183;7
7.38117075;1
7.223756313;4
7.190638065;2
7.249629974;10
7.280151844;1
7.305892467;5
7.418120861;9
7.225687981;2
7.32718277;1
4.460158348;5
4.944090843;6
5.103827477;3
5.352804661;5
5.68669939;3
5.385705471;3
5.448006153;4
5.772274971;8
6.275266647;2
5.924112797;5
6.012739658;8
6.476356506;8
3.736951828;2
4.277402401;6
4.235657215;7
4.267169952;5
4.101016045;4
4.555829525;6
3.798088312;1
3.716329813;2
4.180943489;4
3.671453714;4
4.234645844;2
4.615673542;2
4.709745884;3
4.890419483;7
4.938560486;3
4.980220318;9
4.760275841;9
5.492954254;9
4.81786871;4
4.932914734;6
5.219567776;2
5.321928024;8
7.415682316;6
7.632287502;6
7.678277016;2
7.444470882;6
7.603433609;2
7.596331596;6
7.578744888;10
5.671460629;3
4.413918972;1
5.208146572;2
5.786132813;9
5.267186165;10
5.131565094;2
5.138082504;5
5.435657978;4
4.823194981;8
5.548508167;3
5.830870628;9
4.151053905;9
4.470191479;1
4.702603817;3
6.127988338;6
6.894139767;2
6.930903435;3
7.033740044;8
7.3214674;3
7.24808073;2
6.859835625;3
6.86648035;4
6.631171227;10
6.605550289;9
6.117638111;7
6.567658901;6
4.730082035;10
5.272461414;2
5.570061684;8
5.576147079;3
5.841174126;9
5.677080631;10
5.820058346;2
5.936240673;7
5.118641853;5
5.559724331;7
5.801380157;5
5.71329546;8
4.810845375;9
5.213962078;8
5.129230976;7
5.518846989;3
5.612785339;5
5.892457485;2
5.824557304;8
5.782557487;3
5.865815639;9
5.577263355;4
5.700628757;7
5.710936546;8
5.073562145;8
4.589065075;6
4.879910946;2
4.941514015;5
4.993956566;10
5.001965046;1
4.976925373;9
5.312550068;7
5.547489166;9
5.430832863;1
5.594270229;10
5.886137486;2
5.772027493;2
5.887029648;7
5.646204948;8
5.87593174;1
5.746131897;5
5.750282288;7
6.007021904;3
6.162076473;5
5.405246258;6
5.716966629;2
5.094525814;7
5.219997883;1
4.993962288;4
5.157688141;4
5.12691164;4
5.080866337;4
5.446637154;2
5.711499214;8
6.417824268;1
5.393723965;5
5.367565155;3
4.909165859;4
5.02275753;6
5.166874886;1
5.081584454;9
5.726893425;1
5.777491093;7
5.96887064;5
6.089904785;4
4.963742733;1
5.222867489;7
5.61875391;3
5.158227921;4
5.384773254;9
5.388766289;3
5.620735645;3
5.537177563;5
6.036976814;9
5.995538712;9
5.85494566;6
5.578742981;5
4.362988949;2
4.029761791;9
3.332989931;2
3.10837388;2
4.417352676;7
4.679986954;2
4.683499813;9
4.335114002;7
4.372156143;1
3.834201574;1
3.668736935;3
3.647367001;6
4.394777298;2
4.61700058;4
4.59453392;1
4.683024883;8
4.750383854;8
5.154521942;3
5.101840496;10
5.112728596;7
5.317685127;7
5.752754688;1
5.122031212;5
3.628185034;3
3.585127354;3
2.997251034;5
4.133955956;10
4.501643658;2
4.514291286;6
4.499970436;6
4.908617973;4
4.732953072;5
4.089562416;6
6.833754539;9
6.641956806;3
6.144676685;7
6.531401634;6
6.561041832;6
6.53320694;5
7.062364578;4
6.619524956;4
6.033480644;7
6.378437996;6
5.264676571;1
6.052223206;2
5.945048332;1
5.91105938;5
5.936527252;10
6.1388731;3
6.162004471;6
5.993163109;1
6.365509033;8
5.811264515;6
5.830160618;5
6.082555294;1
6.035964012;9
6.062891006;6
5.974888802;6
5.678395271;4
5.740642071;5
5.936821461;7
6.166837692;8
5.204454422;1
5.346306801;5
5.218430996;9
4.652428627;5
4.930511475;2
5.133887768;9
3.660727262;7
4.828456402;5
4.887325764;7
4.769739628;9
4.513655186;8
5.332177639;8
5.76727581;5
5.389624596;9
5.647689819;8
6.116024494;9
6.946599007;5
5.958809853;2
5.801325321;5
5.780211449;6
5.970564365;2
5.873887062;3
3.831992388;3
4.070771217;10
2.888112307;4
6.994614601;2
7.294472694;7
6.198601246;5
6.188262463;2
6.518249035;3
6.290690422;1
6.150027275;4
6.456477642;3
6.380663395;5
6.318612099;4
6.230173111;5
4.344610691;6
4.414805412;6
4.430846214;1
4.212026596;4
3.976905107;2
4.180569172;2
4.224593163;4
4.364694118;3
4.267932892;6
4.611606598;8
4.330945492;7
6.269286633;7
7.241362572;8
7.51599741;7
7.265977383;9
7.496018887;10
7.382232189;1
7.560147762;5
7.434010506;6
7.239147663;10
7.28892231;10
7.368744373;3
7.286804676;5
7.473252773;8
7.524520874;8
7.776208878;5
7.492803574;5
7.572136879;6
7.458519936;5
7.473593235;4
6.189050198;10
5.547682285;9
6.228530884;7
4.613099098;6
4.431608677;6
5.063986778;6
4.575174809;2
4.380636215;6
4.262671471;10
4.496571541;1
4.966521263;3
4.896157742;5
5.124210835;6
5.103721142;4
5.829234123;1
3.922484159;7
4.317949772;4
4.384741783;1
3.407507896;1
3.229129076;6
4.073562145;6
4.006897449;3
3.852394819;7
3.483278513;2
3.660597324;5
2.90273428;2
3.347121239;2
5.88543272;8
5.783891201;3
5.636471272;7
5.475645065;7
6.216702938;10
6.663609028;2
6.300235271;5
6.231024742;2
6.985463619;6
6.201762676;5
6.07363987;8
5.938895226;3
3.202429295;1
2.807855129;5
2.936220884;5
2.83895874;2
3.768301964;3
3.878578424;9
4.360805035;5
5.832188606;9
6.696444035;9
6.518745899;4
6.167706966;9
6.191859722;5
5.130520821;5
4.87648201;5
4.463531017;4
5.245604992;5
4.763594627;2
5.131611824;7
4.521453381;2
4.124342918;8
5.623471737;8
5.118231773;7
5.490347385;1
5.271944046;8
5.309076309;4
4.888177395;5
5.579794407;8
5.514465332;8
5.326221943;9
5.607262135;3
3.733583927;1
4.45583868;4
4.568619251;5
4.611985683;4
4.192882061;3
4.826001167;3
4.309237957;3
3.709578753;1
3.769919157;10
4.237686634;5
4.233261108;9
4.000516891;8
4.803954124;4
5.25218153;4
5.172380447;3
5.1656394;4
5.057561398;9
5.083132744;9
5.030342102;2
4.710802555;3
4.297329903;8
3.964542866;1
4.028690338;1
4.311067104;2
6.801930904;7
6.986463547;5
6.90654707;7
7.029364109;8
6.869248867;6
6.880784035;10
6.918055058;6
6.758147717;7
6.515445232;5
6.8242836;3
7.103273392;10
7.280385971;8
7.158032417;10
7.16361618;3
7.115138531;8
7.026226997;4
7.249285221;9
7.151114464;1
6.863946915;5
6.803599834;6
6.9917593;6
5.785868168;10
5.693945885;8
5.663869858;3
6.296222687;9
6.062010765;8
6.554047108;2
6.449728489;1
6.444464684;5
6.561443806;6
6.628080368;4
6.171485424;4
6.336009979;7
5.232322216;6
5.972364426;10
6.421447754;6
6.525146008;3
6.257771492;2
7.188803196;4
7.47845459;10
6.579789162;5
7.066577435;2
6.552796364;7
6.136096478;2
5.568800449;8
4.041114807;1
5.070750713;7
5.421687603;3
5.480425358;5
5.304264545;5
5.295780659;1
5.767344475;7
5.53456974;9
5.022698879;8
4.809258938;10
4.35031271;10
3.746255636;1
4.060600758;4
4.217678547;4
3.967957973;5
2.982673883;1
4.824454784;5
3.998293161;8
4.730263233;8
5.260360718;1
4.99911356;7
5.013374805;1
5.243995667;5
4.345837116;2
4.843164444;6
4.347543716;2
3.932777405;2
3.826268435;1
3.280246735;8
3.174263716;9
4.055914402;4
4.681569576;10
4.845641613;1
4.955100536;3
4.690187931;5
4.184450626;3
3.70319128;3
3.7354002;1
3.63830018;8
