,id,timestamp_utc,user_screen_name,text,lang,to_username,to_userid,to_tweetid,user_id,user_name,user_followers,user_friends,collected_via,retweeted_id,retweeted_user,retweeted_user_id,quoted_id,quoted_user,quoted_user_id,mentioned_names,mentioned_ids,hashtags
14,298,1667606796,nIuiqBLP,RT @RdEckANp:  @wmtciBSg Oceans are becoming more acidic due to climate change.,en,,,,12972,nIuiqBLP,3778,2612,,253,RdEckANp,10005,,,,RdEckANp|wmtciBSg,10005|12161,climate|climateemergency|climatescam|co2|co2day|cop27
15,299,1667607114,DpYSAXfs,@imGbuQKX @RkHlJhFX Climate refugees are a growing global concern.,en,,,,10814,DpYSAXfs,4824,4213,,,,,,,,imGbuQKX|RkHlJhFX,12657|13996,cop27|manche|normandie
16,300,1667607472,BNmFuSiW,RT @wbnfSLhr: @nNrJDOTq @XeYQZhCm  Clean energy solutions can help fight climate change.,en,,,,14852,BNmFuSiW,325,1339,,229,wbnfSLhr,13557,,,,nNrJDOTq|XeYQZhCm|wbnfSLhr,10344|11040|13557,cop27
17,301,1667607498,FMDndSyK,RT @XNPkgMIm:  The polar bears are at risk due to melting ice.,en,,,,10381,FMDndSyK,129,425,,262,XNPkgMIm,10976,,,,XNPkgMIm,10976,cop27
18,302,1667607721,lFoRsaxW, Human activities contribute to climate change.,en,,,,10565,lFoRsaxW,1692,49,,,,,,,,,,cop27|lacasteenjetprivé|rechauffementclimatiquelarnaquedusiecle
19,303,1667607855,OWMGQjhP,RT @MspvYxGb: @EimCpQln @WErOiRlX @bcenpNAs  Forest fires are worsened by climate change.,en,,,,14824,OWMGQjhP,1208,1057,,239,MspvYxGb,12092,,,,EimCpQln|WErOiRlX|bcenpNAs|MspvYxGb,11531|11533|11534|12092,agissonsmaintenant|cop27|diplomatieclimatique|pactevert|plusfortsensemble
20,304,1667608213,XsaGzUPO,RT @jyXvDTzA:  Climate education is vital for future leaders.,en,,,,11368,XsaGzUPO,969,4778,,274,jyXvDTzA,11480,,,,jyXvDTzA,11480,cop27|positions|priorités
21,305,1667608463,YzyFLRcm,RT @ezwHPgDy: @FnoxYdqk  Renewable energy sources like solar power are sustainable.,en,,,,14106,YzyFLRcm,217,76,,259,ezwHPgDy,12958,,,,FnoxYdqk|ezwHPgDy,12502|12958,cop27
22,306,1667608550,ZnRrixGj,RT @wbnfSLhr: @wOjbudIy  @IweAzUry Iceberg calving is a visible effect of climate change.,en,,,,11947,ZnRrixGj,1246,2666,,270,wbnfSLhr,13557,,,,wOjbudIy|wbnfSLhr|IweAzUry,10813|13557|13797,cop27
23,307,1667608636,zBHDhMmZ,RT @PVOitGEW: @XqPGwHfU @RNhErpaA @xyoYisaE @omSgTnPw @TjkGifxE  Climate adaptation measures are essential.,en,,,,14266,zBHDhMmZ,208,929,,283,PVOitGEW,14147,,,,XqPGwHfU|RNhErpaA|xyoYisaE|omSgTnPw|TjkGifxE|PVOitGEW,11351|11388|13830|13902|14044|14147,cop27
24,308,1667609414,fycZjAWM,RT @MphRGJOQ: @GNMxIEfU  The Great Barrier Reef is threatened by warming waters.,en,,,,14334,fycZjAWM,215,53,,224,MphRGJOQ,13536,,,,GNMxIEfU|MphRGJOQ,13451|13536,cop27
25,309,1667609552,BJoMywFY,RT @PyVrAStJ:  Fossil fuels are a major source of carbon emissions.,en,,,,14783,BJoMywFY,34,44,,168,PyVrAStJ,14574,,,,PyVrAStJ,14574,actionclimat|cop27
26,310,1667609969,tUzwOkoD,RT @PyVrAStJ:  Electric vehicles can reduce our carbon footprint.,en,,,,14784,tUzwOkoD,34,43,,185,PyVrAStJ,14574,,,,PyVrAStJ,14574,cop27
27,311,1667610080,tUzwOkoD,RT @RXzaPutw:  Climate denial hinders progress on the issue.,en,,,,14784,tUzwOkoD,34,44,,159,RXzaPutw,11681,,,,RXzaPutw,11681,cop27
28,312,1667610132,nRaGIzdC,RT @RXzaPutw:  Droughts and water scarcity are linked to climate change.,en,,,,11373,nRaGIzdC,17,64,,159,RXzaPutw,11681,,,,RXzaPutw,11681,cop27
29,313,1667610151,nRaGIzdC,RT @bdHWOwQI:  Climate action starts with individual choices.,en,,,,11373,nRaGIzdC,17,64,,157,bdHWOwQI,12602,,,,bdHWOwQI,12602,cop27|makethecopgreatagain
30,314,1667610643,RjibDtxU, The Intergovernmental Panel on Climate Change provides valuable insights.,en,,,,13210,RjibDtxU,434,2159,,,,,,,,,,changementsclimatiques|climat|cop27|environnement
31,315,1667611463,zCLfahvN,RT @upxMXEDW: @wmtciBSg  Climate activists are raising awareness and pushing for change.,en,,,,10959,zCLfahvN,7981,8422,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
32,317,1667611907,kVRNbfyU,RT @DpYSAXfs:  @imGbuQKX @RkHlJhFX Climate finance supports green projects.,en,,,,12385,kVRNbfyU,2235,219,,299,DpYSAXfs,10814,,,,DpYSAXfs|imGbuQKX|RkHlJhFX,10814|12657|13996,cop27|manche|normandie
33,319,1667612744,yFCSMfLA,@RTaXzlFH @XZpvqEgf Planting trees can help offset carbon emissions.,en,,,,11481,yFCSMfLA,10658,233,,,,,,,,RTaXzlFH|XZpvqEgf,10881|13295,cop27
34,321,1667612926,VqwTGjOt,RT @xfrVIyQT: @XzVDHjua @XeYQZhCm @MuFodvgt @iFyulgWm @UuKASCqn @QtJkcHag  @jVkNWxaU @OFRhoBQI @LwJgcxWA @MRcjVJfU Reducing waste and recycling are steps toward sustainability.,en,,,,13389,VqwTGjOt,414,4253,,272,xfrVIyQT,11728,,,,XzVDHjua|XeYQZhCm|MuFodvgt|iFyulgWm|UuKASCqn|QtJkcHag|xfrVIyQT|jVkNWxaU|OFRhoBQI|LwJgcxWA|MRcjVJfU,10302|11040|11432|11454|11724|11726|11728|12393|12879|14380|14838,charmelcheik|cop27|egypte|france
35,322,1667612928,rVjzFJHw,RT @upxMXEDW: @wmtciBSg  Climate modeling helps predict future changes.,en,,,,14057,rVjzFJHw,1785,4997,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
36,323,1667613069,anPjwItu,@ Banning single-use plastics can reduce pollution.,en,yFCSMfLA,11481,319,13231,anPjwItu,416,606,,,,,,,,RTaXzlFH|yFCSMfLA|XZpvqEgf,10881|11481|13295,changementsclimatiques|cop27|environnement|qc|raymontlogistiques
37,324,1667613286,VADWSOmj,RT @iyXkgAbU: @nNrJDOTq  Coral bleaching is a consequence of rising ocean temperatures.,en,,,,10897,VADWSOmj,57,376,,271,iyXkgAbU,14009,,,,nNrJDOTq|iyXkgAbU,10344|14009,climat|cop27|france|isolation|sobriété
38,325,1667614134,OWMGQjhP,RT @NfdVBwuJ: @RphxliCB  Electric trains are an eco-friendly transportation option.,en,,,,14824,OWMGQjhP,1208,1057,,273,NfdVBwuJ,14540,,,,RphxliCB|NfdVBwuJ,10521|14540,agissonsmaintenant|cop27|diplomatieclimatique|pactevert|teameurope
39,326,1667614260,dmxOLWVc, Renewable energy jobs are on the rise.,en,,,,12451,dmxOLWVc,1195,662,,,,,260,aYEktcej,12692,,,cop27
40,327,1667614505,KLhqdrXg,RT @pVAXbsMP:  Climate change impacts marginalized communities.,en,,,,11004,KLhqdrXg,1800,3446,,116,pVAXbsMP,13466,,,,pVAXbsMP,13466,cop27|environnement
41,328,1667615151,YKtzHGJa,@ Climate conferences bring nations together to address the issue.,en,NwaFKzXd,12782,179,11244,YKtzHGJa,0,48,,,,,,,,NwaFKzXd,12782,carbone|cop27
42,329,1667615671,mYPAntJH,RT @aPAcWVOQ:  @lXoOQDnq Green building practices save energy.,en,,,,11796,mYPAntJH,54,365,,215,aPAcWVOQ,10703,,,,aPAcWVOQ|lXoOQDnq,10703|11207,cop27
43,330,1667615676,umQyqpln,RT @PVOitGEW: @XqPGwHfU @RNhErpaA @xyoYisaE @omSgTnPw @TjkGifxE  Climate education should start in schools.,en,,,,12458,umQyqpln,269,202,,283,PVOitGEW,14147,,,,XqPGwHfU|RNhErpaA|xyoYisaE|omSgTnPw|TjkGifxE|PVOitGEW,11351|11388|13830|13902|14044|14147,cop27
44,331,1667616611,CzFZyonP,RT @nhGjlKXW:  Transitioning to clean energy is an economic opportunity.,en,,,,10055,CzFZyonP,2594,409,,171,nhGjlKXW,12108,,,,nhGjlKXW,12108,actionclimatique|cdkn|clare|cop27
45,332,1667618614,twGKRTYL,RT @jmvSDqdy:  International cooperation is crucial to combat climate change.,en,,,,12964,twGKRTYL,12457,13567,,318,jmvSDqdy,11825,,,,jmvSDqdy,11825,cop27
46,333,1667619420,lVcriNsX, Climate science is based on rigorous research.,en,,,,12211,lVcriNsX,190036,256,,,,,,,,,,bad|climateaction|cop27
47,334,1667621108,CQyPUBZu,@eyiFENGb Reducing meat consumption can lower carbon emissions.,en,,,,13919,CQyPUBZu,982,1120,,,,,,,,eyiFENGb,10995,cop27
48,335,1667621289,NtnXQxPK,RT @OpghzRwU:  Climate justice means addressing the unequal impact of climate change.,en,,,,14098,NtnXQxPK,50,350,,320,OpghzRwU,12668,,,,OpghzRwU,12668,cop27|lmaetva
49,336,1667621609,vtyQWxLp,RT @VnmUyXKZ:  @kWLgJNTn Air pollution contributes to climate change.,en,,,,12456,vtyQWxLp,3397,5000,,282,VnmUyXKZ,10370,,,,VnmUyXKZ|kWLgJNTn,10370|12834,arep|cop27
50,337,1667621900,dzLZqCkS,RT @upxMXEDW: @wmtciBSg  Glaciers are retreating due to warming temperatures.,en,,,,10439,dzLZqCkS,987,2381,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
51,338,1667621905,DrQdMief,RT @OpghzRwU:  Climate-friendly transportation includes biking and walking.,en,,,,13867,DrQdMief,413,699,,320,OpghzRwU,12668,,,,OpghzRwU,12668,cop27|lmaetva
52,339,1667622551,rBAsiOgZ,RT @vSEcgdwa:  Renewable energy policies promote clean power sources.,en,,,,11428,rBAsiOgZ,39,230,,155,vSEcgdwa,10632,,,,vSEcgdwa,10632,changementclimatique|cop27
53,340,1667622620,YPuvmkCK,RT @upxMXEDW: @wmtciBSg  Carbon pricing can incentivize emissions reductions.,en,,,,10342,YPuvmkCK,3373,5002,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
54,342,1667623790,pEYHeCPQ,@tqRsxPfh Climate change affects agriculture and food security.,en,,,,11652,pEYHeCPQ,1484,1480,,,,,,,,tqRsxPfh,11729,cop27|getty
55,343,1667624270,SrpMtsvA,RT @MuFodvgt:  Conserving water is a climate-friendly practice.,en,,,,14663,SrpMtsvA,213,50,,218,MuFodvgt,11432,,,,MuFodvgt,11432,cop27
56,344,1667624385,eAVtKQCH,RT @muYDFpeM:  @BhRYKJiP Wetlands play a role in carbon sequestration.,en,,,,11148,eAVtKQCH,1347,20,,166,muYDFpeM,10138,,,,muYDFpeM|BhRYKJiP,10138|14562,afp|cop27
57,345,1667624421,PyVrAStJ, Ecosystem restoration is essential for climate resilience.,en,,,,14574,PyVrAStJ,125669,887,,,,,,,,,,actionclimat|cop27
58,346,1667624450,NDOSwRKe,RT @evBqkLDy: @BhRYKJiP  Sustainable agriculture practices reduce emissions.,en,,,,14590,NDOSwRKe,1290,163,,222,evBqkLDy,14563,,,,BhRYKJiP|evBqkLDy,14562|14563,cop27|greennkool
59,347,1667625317,FTpLazuk,RT @upxMXEDW: @wmtciBSg  Climate action supports clean air and public health.,en,,,,13739,FTpLazuk,11,83,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
60,348,1667625373,YobyEZms,RT @FGhgSiAI: @rmTCkXYx  The ozone layer is slowly recovering.,en,,,,10783,YobyEZms,1061,1625,,231,FGhgSiAI,14042,,,,rmTCkXYx|FGhgSiAI,10188|14042,cop27|égypte
61,349,1667625562,CbDmtMnG,RT @SqTDylxR:  Sustainable urban planning reduces emissions.,en,,,,10990,CbDmtMnG,161,221,,237,SqTDylxR,13507,,,,SqTDylxR,13507,cop27|cop27francophone
62,350,1667625602,MwOvBrcq,RT @CrLhlunD: Le changement climatique est un défi mondial que nous devons relever.,fr,,,,13092,MwOvBrcq,172,536,,173,CrLhlunD,14790,,,,CrLhlunD,14790,aclimateresilientafrica|africacop27|cop27
63,351,1667625687,MwOvBrcq,RT @koDeOFqQ:  @TgFpBfGy @yBfkSvlF @XROIVpkULa hausse des températures affecte les écosystèmes de notre planète.,fr,,,,13092,MwOvBrcq,172,536,,174,koDeOFqQ,10053,,,,koDeOFqQ|TgFpBfGy|yBfkSvlF|XROIVpkU,10053|10748|11131|13881,climat|cop27|datactivism
64,352,1667625746,iqBzCMpx,RT @HPmrXxAL: @XzVDHjua  @iFyulgWm @UuKASCqn @jPiWYztKLa fonte des calottes glaciaires est un signe du changement climatique.,fr,,,,13577,iqBzCMpx,1135,655,,233,HPmrXxAL,10406,,,,XzVDHjua|HPmrXxAL|iFyulgWm|UuKASCqn|jPiWYztK,10302|10406|11454|11724|12114,cop27
65,353,1667626287,ORtoUYVe,RT @jmvSDqdy: Le niveau des mers augmente en raison du changement climatique.,fr,,,,12845,ORtoUYVe,5294,5298,,318,jmvSDqdy,11825,,,,jmvSDqdy,11825,cop27
66,354,1667626434,NfLKZUEk,RT @vSEcgdwa: Les énergies renouvelables sont essentielles pour lutter contre le changement climatique.,fr,,,,13207,NfLKZUEk,263,211,,245,vSEcgdwa,10632,,,,vSEcgdwa,10632,afrique|changementclimatique|climateactionwbg|cop27
67,355,1667626472,NfLKZUEk,RT @vSEcgdwa: La déforestation contribue au changement climatique.,fr,,,,13207,NfLKZUEk,263,211,,167,vSEcgdwa,10632,,,,vSEcgdwa,10632,cop27
68,356,1667626508,MwOvBrcq,RT @ClMtYOBF: @CbQnykEK  @iDdSnVPJLes émissions de carbone doivent être réduites.,fr,,,,13092,MwOvBrcq,172,536,,279,ClMtYOBF,12156,,,,CbQnykEK|ClMtYOBF|iDdSnVPJ,10416|12156|14519,cop27
69,357,1667626686,gVOTJwCt,RT @loxkXgNA:  @jqeXQdhELes phénomènes météorologiques extrêmes sont de plus en plus fréquents.,fr,,,,12336,gVOTJwCt,3756,3004,,341,loxkXgNA,12615,,,,loxkXgNA|jqeXQdhE,12615|14565,cop27|generateaction
70,358,1667626954,pgYArXeH,RT @iBwTPmgG:  @YDltHGIe Environmental justice and climate action go hand in hand.,en,,,,10489,pgYArXeH,118,249,,214,iBwTPmgG,11936,,,,iBwTPmgG|YDltHGIe,11936|14489,cop27|mauvaiscalculspourtotal
71,359,1667627164,yVOXTLuJ,RT @XNPkgMIm:  Les pratiques agricoles intelligentes s'adaptent au changement.,fr,,,,11079,yVOXTLuJ,5621,6185,,262,XNPkgMIm,10976,,,,XNPkgMIm,10976,cop27
72,360,1667627341,JRXFYknl,RT @jmvSDqdy:  L'énergie éolienne est une industrie en pleine croissance.,fr,,,,14732,JRXFYknl,386,475,,318,jmvSDqdy,11825,,,,jmvSDqdy,11825,cop27
73,361,1667627779,CumlQIDM,RT @upxMXEDW: @wmtciBSg Les pratiques de pêche durable protègent les océans.,fr,,,,12176,CumlQIDM,47,82,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
74,362,1667627963,uPUSqFzI,RT @CFWdmZhO: Les espaces verts dans les villes fournissent un rafraîchissement et un habitat.,fr,,,,10687,uPUSqFzI,623,622,,238,CFWdmZhO,11639,,,,CFWdmZhO,11639,cop27|droitshumains|défenseur|freealaa|égypte
75,364,1667628021,ALWXqIiK,RT @XNPkgMIm:  Le changement climatique a un impact sur la disponibilité de l'eau propre.,fr,,,,10558,ALWXqIiK,2890,4995,,262,XNPkgMIm,10976,,,,XNPkgMIm,10976,cop27
76,366,1667628170,KMCnrSbQ,Les innovations en matière de technologies propres se multiplien,fr,KMCnrSbQ,12274,365,12274,KMCnrSbQ,264643,332,,,,,,,,,,climat|cop27|femmes|violencessexuelles
77,367,1667628174,NXBjdPtH,RT @upxMXEDW: @wmtciBSg  The effects of climate change are felt worldwide.,en,,,,11170,NXBjdPtH,15,54,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
78,368,1667628244,yITRtnxk,RT @KMCnrSbQ:  The role of the carbon cycle in climate is crucial.,en,,,,10288,yITRtnxk,181,790,,366,KMCnrSbQ,12274,,,,KMCnrSbQ,12274,climat|cop27|femmes|violencessexuelles
79,369,1667628274,FhEtQgDS,@ Climate change adaptation requires resilient infrastructure.,en,meZSqKQA,12659,363,12960,FhEtQgDS,4052,2421,,,,,,,,meZSqKQA,12659,cop27
80,370,1667628587,EjCWSkHK,RT @VandWfgh:  Solar panels are a popular renewable energy choice.,en,,,,13994,EjCWSkHK,216,426,,187,VandWfgh,14718,,,,VandWfgh,14718,climat|cop27|nationsunies|netzeroneedsnuclear
81,371,1667628621,CkafPVJN,RT @ClMtYOBF: @CbQnykEK  @iDdSnVPJ Climate action can lead to job creation.,en,,,,10871,CkafPVJN,560,1311,,279,ClMtYOBF,12156,,,,CbQnykEK|ClMtYOBF|iDdSnVPJ,10416|12156|14519,cop27
82,372,1667628681,qTCZWHBV,RT @upxMXEDW: @wmtciBSg  Carbon capture and storage technology reduces emissions.,en,,,,10870,qTCZWHBV,114,389,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
83,373,1667628791,lBYdxGWb,RT @upxMXEDW: @wmtciBSg  Climate refugees are seeking safer places to live.,en,,,,14401,lBYdxGWb,185,80,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
84,375,1667629042,PUsuBklT,RT @ObGAVxlU:  Climate science informs policy decisions.,en,,,,11526,PUsuBklT,526,1507,,240,ObGAVxlU,10325,,,,ObGAVxlU,10325,cop27|teleasu
85,376,1667629137,guBIHEVT,RT @LwJgcxWA: @wgtLXCyI @MuFodvgt @iFyulgWm @RXOnULSf @EgdmoxOV @rUevVwRu  The relationship between climate change and health is significant.,en,,,,13513,guBIHEVT,147,459,,246,LwJgcxWA,14380,,,,wgtLXCyI|MuFodvgt|iFyulgWm|RXOnULSf|EgdmoxOV|rUevVwRu|LwJgcxWA,11245|11432|11454|11720|11794|13824|14380,cop27
86,377,1667629154,vsBURxFN,RT @qDpIsMgO: @otsrGPzH @wpQdtxCX  @GdSeBcPz The Antarctic ice sheet is under threat.,en,,,,10927,vsBURxFN,1526,881,,119,qDpIsMgO,11360,,,,otsrGPzH|wpQdtxCX|qDpIsMgO|GdSeBcPz,10643|10950|11360|14544,climatiques|cop27|pavillonwestafrica
87,378,1667629263,nZbeBzpY,RT @iyXkgAbU: @nNrJDOTq  Green building certifications promote sustainable construction.,en,,,,12756,nZbeBzpY,350,407,,271,iyXkgAbU,14009,,,,nNrJDOTq|iyXkgAbU,10344|14009,climat|cop27|france|isolation|sobriété
88,379,1667629286,dqXiEthS, Climate change affects crop yields.,en,,,,11419,dqXiEthS,167,309,,,,,211,hBVqjvSb,10246,,,cop27|lützibleibt
89,381,1667629564,TAbdzfpt,RT @zQyINTWg:  Bicycles are a low-carbon transportation option.,en,,,,11288,TAbdzfpt,509,537,,147,zQyINTWg,11930,,,,zQyINTWg,11930,cop27
90,382,1667629968,DEyuVZAJ,RT @upxMXEDW: @wmtciBSg  Reducing food waste is a climate-friendly practice.,en,,,,13350,DEyuVZAJ,264,1266,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
91,383,1667630157,uqWrZgGV,RT @upxMXEDW: @wmtciBSg  Renewable natural gas is a cleaner fuel source.,en,,,,14832,uqWrZgGV,134,214,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
92,384,1667630317,nvGtTxEr,RT @OpghzRwU:  Sustainable land management protects ecosystems.,en,,,,11461,nvGtTxEr,893,858,,320,OpghzRwU,12668,,,,OpghzRwU,12668,cop27|lmaetva
93,385,1667630460,yULQKOgW,RT @KGpiVcvZ:  Climate resilience strategies are vital for communities.,en,,,,11587,yULQKOgW,6971,4885,,278,KGpiVcvZ,10992,,,,KGpiVcvZ,10992,cop27|niger|sahel
94,386,1667630838,qNayGisg,RT @pLRmHTqX:  Climate agreements set targets for emissions reductions.,en,,,,12234,qNayGisg,890,347,,255,pLRmHTqX,12678,,,,pLRmHTqX,12678,cop27
95,387,1667630864,Pewxofrv,RT @KMCnrSbQ:  Mangroves are carbon-absorbing ecosystems.,en,,,,12895,Pewxofrv,723,3314,,366,KMCnrSbQ,12274,,,,KMCnrSbQ,12274,climat|cop27|femmes|violencessexuelles
96,388,1667630869,WXIiOEvZ,RT @cMVSvWeU: @pYVRcvAg @FlcWiLeQ  Renewable hydrogen can power industries.,en,,,,13974,WXIiOEvZ,185,155,,200,cMVSvWeU,14789,,,,pYVRcvAg|FlcWiLeQ|cMVSvWeU,11154|14047|14789,cop27
97,389,1667631115,arTnfVlz,RT @IptUJlbm:  Climate change adaptation includes disaster preparedness.,en,,,,11933,arTnfVlz,104,533,,193,IptUJlbm,11679,,,,IptUJlbm,11679,cop27|dégagerlesgrospollueurs
98,390,1667631167,PTpAReqf,RT @upxMXEDW: @wmtciBSg  Carbon labeling informs consumers about emissions.,en,,,,11442,PTpAReqf,1485,3502,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
99,391,1667631278,NoEgksce,RT @upxMXEDW: @wmtciBSg  The importance of climate literacy cannot be overstated.,en,,,,13258,NoEgksce,413,2037,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
100,393,1667631396,DSnQEvjh,RT @rVOYRckS:  Climate science research explores complex systems.,en,,,,12738,DSnQEvjh,1915,731,,257,rVOYRckS,14792,,,,rVOYRckS,14792,cop27|criseclimatique|planètevivante
101,394,1667631510,uYZELrWo,RT @upxMXEDW: @wmtciBSg  Offshore wind farms are a renewable energy source.,en,,,,10679,uYZELrWo,11794,1009,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
102,395,1667631577,qNayGisg,RT @pLRmHTqX:  Climate activists advocate for policy change.,en,,,,12234,qNayGisg,890,347,,266,pLRmHTqX,12678,,,,pLRmHTqX,12678,cop27|pourlespopulationsrurales
103,396,1667631599,xrZYUwzb,@meZSqKQA Renewable energy investments are increasing.,en,,,,10641,xrZYUwzb,46330,40667,,,,,,,,meZSqKQA,12659,cop27
104,399,1667631675,ULveEwNO,RT @IyJoShQR:  Electric cars are reducing greenhouse gas emissions.,en,,,,11519,ULveEwNO,1185,3389,,205,IyJoShQR,11447,,,,IyJoShQR,11447,cop27|ethiopiarising|greenlegacy
